745 CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O 71160-24-2 2
746 CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O 472-15-1 1
747 C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O 10083-24-6 1
748 CCCSC(=O)C 2307-10-0 2
749 CC(C(=O)O)S 79-42-5 2
750 C1=CC=C(C(=C1)C(=O)O)S 147-93-3 1
751 CCOS(=O)(=O)OCC 64-67-5 2
752 C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2 102-09-0 1
753 CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2 29761-21-5 2
754 CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N 127-79-7 1
755 CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C 50512-35-1 1
756 C1(C(C(C(C(C1O)O)O)O)O)O 41546-34-3 1
757 C(CCNCCCN)CNCCCN 71-44-3 1
758 CC(C)SCC1=CC=CO1 1883-78-9 2
759 C1=COC(=C1)C(=O)O 88-14-2 1
760 CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C 5993-18-0 1
761 C1=C(NC=N1)CCN 51-45-6 1
762 CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3 122320-73-4 1
763 CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl 569-65-3 1
764 CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C 32887-01-7 1
765 C1N(CN(CN1CCO)CCO)CCO 4719-04-4 2
766 CCNCCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl 1476-52-4 1
767 COC1=C(C=CC(=C1)CC(=O)O)O 306-08-1 1
768 C1=CC=C(C=C1)C2=CC=CC=C2 1486-01-7 1
769 C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O 117-61-3 1
770 CCCCCCCCC=CCCCCCCCC(=O)OCCOC(=O)CCCCCCCC=CCCCCCCCC 9005-07-6 2
771 C1CC(NC1)C(=O)O 25191-13-3 1
772 COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C 27306-78-1 2
773 C1=CC=C(C=C1)C=CC=O 104-55-2 2
774 CCCCCCCCCCCCCC(=O)NCCCN(C)C 45267-19-4 2
775 C1=C(NC(=O)N=C1)N 71-30-7 1
776 C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O 63-38-7 1
777 C1=CC2=C(C(=O)C=CC2=O)C(=C1)O 481-39-0 1
778 C1CCN(CC1)C(=O)C=CCCC2=CC3=C(C=C2)OCO3 23512-46-1 1
779 C1OC2=C(O1)C=C(C=C2)C(=O)O 94-53-1 1
780 C1OC2=C(O1)C=C(C=C2)CO 495-76-1 1
781 CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O 1343-78-8 1
782 CC1=CNC(=O)NC1=O 65-71-4 1
783 CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC 2190-20-7 1
784 CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O 146-14-5 1
785 C=CC1CNC(=S)O1 500-12-9 1
786 C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O 2009-24-7 1
787 C1C2=CC=CC=C2C3=C1C=C(C=C3)C=O 30084-90-3 1
788 CSC(=S)NCC1=CNC2=CC=CC=C21 105748-59-2 1
789 C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N 91-33-8 1
790 COC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O 1229-55-6 1
791 C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2 198-55-0 1
792 C1=CC2=C3C(=CC=C4C3=C1C5=C6C4=CC=C7C6=C(C=C5)C(=O)OC7=O)C(=O)OC2=O 128-69-8 1
